"","system.index","Brightness","Brightness_1","Brightness_10","Brightness_11","Brightness_12","Brightness_13","Brightness_14","Brightness_15","Brightness_16","Brightness_17","Brightness_18","Brightness_19","Brightness_2","Brightness_20","Brightness_21","Brightness_22","Brightness_23","Brightness_24","Brightness_25","Brightness_26","Brightness_27","Brightness_28","Brightness_29","Brightness_3","Brightness_30","Brightness_31","Brightness_32","Brightness_4","Brightness_5","Brightness_6","Brightness_7","Brightness_8","Brightness_9",".geo","CID","class"
"196","000000000000000000c4_0",2437.689,2827.6807,2436.455,2481.9846,2648.0098,2245.7546,2611.927,2498.974,2606.4548,2801.1921,2721.7134,2475.3665,2620.5535,2367.437,2205.2744,2560.0818,2504.8599,2449.6758,2468.704,2416.8208,2506.5752,2637.9282,2816.4666,2765.8958,2703.4482,2443.6433,2496.211,2483.869,2873.127,2520.4688,3230.42,2720.119,2671.4746,NA,196,"for"
"197","000000000000000000c5_0",3163.1118,3124.6772,3068.0288,2940.6172,3060.439,2739.9385,2851.857,2964.7432,2973.546,3100.348,2895.6897,2833.2358,3002.3433,2861.457,2840.6416,2834.9014,2854.7224,2969.3203,3002.222,2846.3696,3102.104,2994.6743,3100.0952,3012.1458,3027.413,3126.8643,3164.8728,2978.309,3214.3916,2995.9045,3218.6562,2992.3154,2997.4158,NA,197,"for"
"198","000000000000000000c6_0",2440.3125,2444.8555,1962.9796,2117.9756,2469.1934,2127.6636,2304.5662,2403.3284,2375.5396,2511.7163,2415.7473,2264.901,2417.022,2421.9382,2302.3958,2507.8896,2412.168,2450.7476,2393.5288,2497.6672,2513.6047,2466.1995,2553.0894,2513.7935,2554.957,2445.1616,2656.4526,2080.283,2453.9897,2077.5442,2688.0146,2456.4775,2332.7566,NA,198,"for"
"199","000000000000000000c7_0",2205.337,2480.5613,1822.2745,2049.3142,1998.2035,1982.2163,2087.0115,2112.7063,2089.7903,2367.0352,2202.1404,2087.717,2097.5303,2008.1139,1970.6599,2318.667,2161.5732,2223.8867,2240.2996,2159.2307,2128.1855,2262.7417,2463.344,2219.4326,2393.3167,2229.266,2300.3896,1950.6549,2529.6738,2121.4033,2660.3435,2274.19,2179.9443,NA,199,"for"
"200","000000000000000000c8_0",2376.558,2158.4624,2018.2542,2015.275,2091.4746,1875.5645,2058.35,2222.3396,2241.453,2228.2297,2045.9587,2206.599,2219.2363,2322.6758,2281.0676,2290.0806,2104.8447,2317.4536,2260.2632,2231.3384,2263.683,2322.037,2363.5525,2212.5308,2432.519,2420.2537,2365.474,2142.523,1911.7085,2139.7114,2323.0432,1892.3365,1993.2817,NA,200,"for"
"201","000000000000000000c9_0",1128.0796,1662.8799,698.4197,1194.4536,1665.7802,1206.285,1415.3826,1396.324,1690.908,1802.405,1847.4979,1733.7097,1728.6196,1435.2834,1314.3817,1867.9146,1938.1453,1480.9329,1562.5785,1820.3191,1767.1411,1633.6492,2170.0745,1663.4127,2071.9285,1599.5647,1767.2369,1214.29,1880.4183,1438.9333,2492.5166,1964.4431,1810.7292,NA,201,"for"
"202","000000000000000000ca_0",2113.5603,2760.8657,1960.3192,2178.5942,2418.0935,2137.002,2210.0498,2433.8455,2476.0635,2527.2136,2716.2102,2470.2249,2443.934,2532.5198,2126.152,2655.15,2788.74,2644.7217,2499.6948,2403.9292,2814.818,2070.9316,2871.9158,2647.7778,3029.6558,2547.4224,2495.0789,2196.5942,2802.891,2393.4956,3181.8662,2626.8281,2711.6985,NA,202,"for"
"203","000000000000000000cb_0",2780.0151,2700.253,2498.9468,2453.2307,2509.0918,2444.1472,2514.4507,2538.1426,2635.0889,2790.076,2569.2825,2515.0037,2563.1826,2458.1885,2363.4595,2535.4043,2593.1453,2548.5264,2472.88,2491.6733,2596.8408,2405.2922,2794.7427,2818.3267,2745.1123,2488.6387,2471.6938,2503.2002,2958.6318,2464.7966,2901.6494,2543.5344,2582.608,NA,203,"for"
"204","000000000000000000cc_0",2942.8142,2932.6372,2486.443,2570.0222,2899.5498,2713.7432,2883.418,2857.452,2848.5288,2918.0596,2830.4663,2789.0654,2784.9258,2759.2869,2616.4556,2830.068,2818.6665,2886.1465,2871.3442,2832.6685,2733.3774,3029.12,3322.375,2980.6135,3191.5007,2990.4424,3126.4275,2536.903,2867.6216,2666.8,3059.8135,2591.5142,2737.666,NA,204,"for"
"205","000000000000000000cd_0",3472.8916,3337.7964,3582.9841,3520.0376,3399.3047,3286.562,3282.9487,3318.7886,3331.498,3307.4353,3348.6006,3294.1772,3420.5376,3531.6108,3431.5303,3256.1858,3240.792,3450.206,3251.2263,3041.794,3274.4282,3306.247,3275.8535,3223.955,3267.018,3423.1475,3420.5757,3180.7659,3324.1287,3323.5244,3398.5137,3060.9712,3249.1274,NA,205,"for"
"206","000000000000000000ce_0",2056.1914,2419.2244,1559.4595,1925.0247,2067.4214,1746.5186,1898.3322,2118.2432,2113.109,2209.1963,2319.3281,2217.602,2318.0498,2018.8907,1790.4866,2154.2256,2127.429,1880.0531,2081.2656,2009.2164,2352.9827,2186.2205,2609.5117,2451.5483,2613.163,2237.8013,2197.061,2054.3513,2301.4575,2057.8296,2634.8408,2283.664,2087.8723,NA,206,"for"
"207","000000000000000000cf_0",2526.3076,2776.8564,2447.226,2429.4,2604.4873,2450.4517,2447.1929,2553.7395,2627.526,2692.8228,2652.9253,2502.849,2432.9426,2654.5627,2464.5676,2547.4854,2496.7932,2506.3896,2604.3696,2339.8188,2839.3499,2545.347,2693.7454,2683.4941,2602.0474,2425.831,2285.145,2602.065,2719.4028,2557.3765,2941.2117,2559.8447,2547.9834,NA,207,"for"
"208","000000000000000000d0_0",2906.5652,3143.7224,2451.7676,2530.1099,2477.3386,2282.647,2600.794,2757.1548,2672.8938,2579.3784,2708.18,2646.6028,2838.8408,2674.7888,2395.648,2632.1614,2673.1765,2742.3745,2743.151,2363.8423,2772.6782,2662.7432,2767.4978,3077.0845,2810.6216,2638.6035,2604.857,2720.6829,3052.9592,2735.856,3245.3096,2722.4744,2620.9092,NA,208,"for"
"209","000000000000000000d1_0",2433.0908,2765.2883,2550.338,2507.3667,2539.3203,2399.532,2595.8667,2802.062,2782.0376,2687.714,2782.588,2817.2852,2400.6597,2719.1082,2609.625,2763.4092,2941.6802,2668.8767,2679.1953,2600.2307,2800.458,2789.499,3042.2986,2772.3586,2989.5786,2978.7034,3010.7598,2564.6846,2800.7998,2618.7153,3111.189,2598.2974,2633.1926,NA,209,"for"
"210","000000000000000000d2_0",2574.6697,2337.9465,2143.813,2226.283,2309.3245,2353.4473,2396.4014,2600.268,2546.0322,2537.415,2577.3843,2360.6465,2400.9165,2448.2583,2397.5017,2518.4712,2579.421,2443.8357,2536.6423,2466.7725,2540.7634,2264.9355,2662.96,2643.817,2631.4421,2361.9617,2524.1675,2073.5435,2634.5479,2171.2705,2963.987,2152.17,2332.4897,NA,210,"for"
"211","000000000000000000d3_0",1269.1731,2076.861,1071.5222,1626.7913,1965.9878,1068.0322,1936.9789,2157.5996,1850.9841,1960.0088,2074.5762,2026.3678,1930.5205,1750.706,1487.7659,1927.4476,1745.0299,1659.6941,1970.0835,1918.8387,1561.367,1333.3767,2250.0532,2565.242,2235.4133,1644.9897,1580.3585,1667.0754,2206.168,1530.2224,3105.4463,2218.1458,2190.4827,NA,211,"for"
"212","000000000000000000d4_0",3270.9658,3194.7686,3315.6328,3085.7832,3100.1853,2845.8953,3046.1257,3078.2112,3120.3489,3327.4114,3293.6904,3172.0688,3170.047,3159.3457,3161.5566,3058.9658,3158.5706,3180.5247,3137.9417,2925.0981,3307.747,3114.7227,3363.2908,3082.4316,3312.0713,3378.71,3355.8586,3102.1855,3239.089,3064.142,3226.0151,3087.7058,3044.955,NA,212,"for"
"213","000000000000000000d5_0",1842.1782,2249.5571,1799.9286,2165.505,1992.5261,2081.2478,2436.48,2419.457,2291.7798,2410.749,2480.414,2272.8735,1815.0277,2161.6704,2053.788,2383.789,2251.5312,2434.8828,2468.7363,2459.543,2193.0295,1943.5165,2478.442,2640.0994,2503.728,1998.7181,2147.8774,1911.4937,2604.7307,2200.7947,2464.6543,2495.4702,2575.146,NA,213,"for"
"214","000000000000000000d6_0",2984.4902,2746.003,2735.6145,2856.295,2609.8848,2691.0845,2865.627,2878.998,2882.2,3100.224,2729.5327,2686.6226,2786.6128,2825.36,2980.3755,2809.4468,2758.2175,2933.1028,2831.7896,2673.9639,2918.9185,2759.4946,2860.0732,2913.4143,2800.4983,2803.3992,2861.5735,2797.6038,2819.9,2653.855,2705.653,2494.9343,2524.789,NA,214,"for"
"215","000000000000000000d7_0",1639.6555,2092.405,1341.7913,1986.1943,1996.0165,1755.5415,2024.8362,2080.9558,2016.6383,2233.257,2268.9695,2045.2701,2032.676,1806.7155,1838.146,2144.0996,2019.3711,1915.0985,2019.9319,2225.8462,2225.3713,1605.5562,2243.137,2544.564,2151.0293,2000.1414,2060.3386,2061.0422,2462.6265,2133.4185,2064.4946,2189.1543,2154.0657,NA,215,"for"
"216","000000000000000000d8_0",3267.1519,3008.704,3051.6055,2914.2075,2833.3025,2840.8257,3120.444,3028.1143,3069.8113,3090.9673,3060.0437,3004.4517,3333.2217,3154.48,3254.9062,3045.8887,3076.0115,3206.5874,3007.4648,3079.0728,3170.7793,3176.0342,3221.461,2844.9111,3141.5496,3060.812,2770.5618,2858.7534,2792.2153,2983.5283,2751.6985,2641.5957,2801.7622,NA,216,"for"
"217","000000000000000000d9_0",3253.5232,3029.467,2840.065,2913.5728,2734.0222,2879.7588,2997.8567,2890.321,2989.1003,3003.4055,2883.761,2878.856,3233.5088,3186.0303,3197.3237,3041.8535,2956.8005,2944.9338,2977.711,2865.0308,3030.8923,2973.7007,2992.6255,2984.8413,3130.0952,3233.6318,3150.0093,2815.4624,2718.5952,2934.8828,3127.187,2719.779,2626.3923,NA,217,"for"
"218","000000000000000000da_0",3789.0908,3547.3628,3645.2944,3729.809,3052.5828,3244.1494,3538.0105,3356.421,3695.1897,3476.3066,3558.7446,3417.0251,3645.0542,3649.358,3762.7522,3540.2058,3496.1047,3630.084,3599.9873,3407.1792,3660.2825,3634.681,3536.4702,3275.0913,3616.37,3725.288,3494.8232,3384.2502,3319.4502,3507.3076,3611.6936,3209.4893,3249.0479,NA,218,"for"
"219","000000000000000000db_0",3372.617,3507.224,3401.277,3382.5806,3207.7412,3315.2388,3412.6338,3553.5217,3697.2214,2887.4434,2519.1655,2619.7432,3244.8591,2837.8684,2717.516,2853.73,2858.8528,3006.5095,2991.5142,3064.3303,3154.7673,2788.8176,2935.7412,3391.481,2877.9976,2904.0852,2965.4905,3207.1985,3531.669,3205.724,3877.397,3189.94,3310.7153,NA,219,"for"
"220","000000000000000000dc_0",1825.0635,2245.27,1618.7375,1777.6473,2351.63,2071.0352,2109.0925,2313.78,2451.879,2216.103,1908.9727,1945.6262,1902.4843,1949.2301,1916.4434,2190.4668,2165.6726,1973.2408,2258.649,2223.1274,2459.9597,1859.3601,2328.0938,2373.9578,2317.5645,2100.6987,2094.1084,1989.0071,2405.375,2031.5619,2853.211,2489.703,2325.4717,NA,220,"for"
"221","000000000000000000dd_0",3068.5767,3037.7783,3189.671,3094.1487,3134.4312,3157.3745,3279.0615,3383.3657,3414.4128,3269.2795,2769.154,2656.1392,3053.9229,2960.9963,2742.3684,2763.6543,2754.5652,2913.3003,2961.282,2954.797,3047.959,2906.4,3168.8174,3210.8135,3130.384,3092.6826,3309.2869,2838.5105,3464.8352,3090.812,3500.6765,3316.8442,3090.0884,NA,221,"for"
"222","000000000000000000de_0",2833.8445,2575.1926,2523.2476,2642.1433,2443.3394,2429.5344,2545.9326,2559.7168,2620.8643,2786.9316,2648.692,2535.223,2861.6584,2640.3445,2587.138,2659.8865,2663.141,2732.6936,2869.307,2764.698,2994.6062,2553.6548,3007.2734,2876.421,2961.1,2954.1414,3052.0122,2692.761,2641.6775,2549.33,3085.7476,2581.9207,2461.5342,NA,222,"for"
"223","000000000000000000df_0",786.747,1242.3438,671.1932,1253.8801,1451.2405,1832.1841,1724.5839,1680.8414,1384.5703,1715.5159,1671.9327,1647.5435,1362.0396,1317.3105,1014.25323,1668.3057,1451.2816,1223.0989,1511.0128,1447.9136,1821.5078,1478.1964,1825.862,1653.5599,1720.2579,1244.388,1670.4165,867.3647,1483.063,1135.1438,2697.1,2195.303,1238.7648,NA,223,"for"
"224","000000000000000000e0_0",1830.8723,2587.7842,2229.2725,2170.5854,2308.297,2710.901,2701.7695,2449.1494,2602.4155,2907.3306,2616.956,2700.4006,2666.917,2369.0408,2396.186,2680.5742,2701.3442,2640.4443,2777.4348,2722.1152,2624.2937,2793.1914,3086.0547,2963.4946,2847.3271,2639.3293,2814.7163,2434.3965,2869.2764,2476.1377,3442.1562,3067.6333,2777.9995,NA,224,"for"
"225","000000000000000000e1_0",1959.1636,2589.3896,1842.6685,2346.736,2186.707,2275.1238,2306.9302,2274.2131,2351.1172,2634.0776,2513.4312,2333.6704,2361.4165,2301.6262,2028.9648,2361.3167,2381.045,2225.4702,2272.2642,2433.1433,2625.9082,2590.0215,2621.1985,2730.2556,2553.4539,2251.5566,2424.3284,1986.699,2567.4624,2045.762,2946.088,2394.8733,2023.3403,NA,225,"for"
"226","000000000000000000e2_0",3065.54,3139.5085,2882.685,3015.711,2931.0432,2770.7808,2993.3306,2861.6462,2847.7168,3010.7588,2961.104,2808.1426,3111.7659,2833.3318,2768.155,2897.8027,2845.0244,2799.7034,2751.7603,2922.2446,2884.0676,2887.9275,3121.9404,3334.1519,2955.5337,2936.3325,2993.2588,2931.207,3116.9773,2991.377,3093.2075,3028.1865,2996.439,NA,226,"for"
"227","000000000000000000e3_0",2932.5635,3047.0771,2596.4353,2980.544,2683.1907,2744.0596,2911.9785,2943.73,2747.2427,2948.2842,2848.6167,2661.2402,3000.0886,2691.8738,2674.2295,2730.5957,2671.563,2711.0283,2690.7827,2810.6206,2741.7837,2782.7812,2821.391,3092.9524,2833.854,2508.7998,2627.4849,2782.0996,3199.2812,2872.996,3082.7644,2898.6682,2933.607,NA,227,"for"
"228","000000000000000000e4_0",2420.9534,2850.838,2490.6938,2376.7039,2357.4932,2551.4175,2773.8271,2661.8245,2546.0764,2800.0552,2681.3936,2609.785,2615.6953,2438.8665,2228.2366,2565.9292,2664.0894,2488.1897,2508.8384,2529.995,2541.205,2421.2935,2826.9785,3048.9749,2704.2542,2527.214,2516.7493,2382.776,3017.5151,2670.2263,2670.9258,2721.5635,2768.8335,NA,228,"for"
"229","000000000000000000e5_0",1154.9258,1608.4874,785.97363,1347.41,1479.9514,1520.1033,2102.2974,1702.7529,1713.3325,1891.7124,1810.2437,1784.8909,1728.3115,1570.8893,1430.1251,1820.0847,1650.3269,1582.9088,1767.7617,2088.6309,1807.7053,1621.0637,2003.7361,1787.8584,1933.3612,1856.4836,2076.334,1313.1271,1606.4402,1386.4988,1561.4521,1950.2898,1733.2616,NA,229,"for"
"230","000000000000000000e6_0",2344.4749,2618.4885,2196.875,2675.099,2532.0151,2367.7554,2845.7666,2656.72,2576.776,2775.2446,2756.8843,2713.5051,2448.495,2511.947,2218.4712,2613.268,2458.706,2567.5046,2595.1096,2697.2207,2606.5107,2565.1968,2864.5059,2966.8184,2647.6904,2539.0437,2823.0474,2229.971,2948.7478,2677.4082,2620.0117,2670.7922,2416.5942,NA,230,"for"
"231","000000000000000000e7_0",2413.0872,2358.825,2138.961,2212.3486,2089.1187,2205.6655,2416.725,2188.398,2277.5955,2586.6953,2363.4717,2573.99,2347.71,2137.667,2135.9673,2315.2898,2317.307,2239.41,2259.332,2411.8306,2343.2212,2485.6887,2510.6777,2502.25,2462.9404,2529.5212,2447.5498,2218.9368,2366.4253,2323.4014,2226.9072,2233.8926,2191.2495,NA,231,"for"
"232","000000000000000000e8_0",1774.9644,2082.628,1343.1028,1992.9521,2326.575,1800.5469,2468.9568,2163.2546,1955.7805,2332.8538,2317.8083,2127.1904,1909.2639,1934.8662,1844.9745,2349.2473,2242.8997,1944.2034,2131.194,2420.5403,2040.3539,1740.4778,2281.9133,2472.421,2446.1387,1943.417,2147.4795,1811.6292,2506.129,1748.1816,2575.7048,2348.4814,2278.3728,NA,232,"for"
"233","000000000000000000e9_0",3248.1125,3202.838,3151.5137,3307.167,3031.3628,2939.592,3077.4058,3136.998,3108.7666,3178.0273,3108.874,3050.324,3187.1768,3074.8962,3121.8655,3251.395,3058.6772,3155.6487,3221.41,3201.7856,3169.0522,3191.6213,3347.1348,3307.0557,3320.8442,3240.0874,3228.4507,3199.8323,3331.8625,3228.5117,3076.5642,2915.4429,3055.0034,NA,233,"for"
"234","000000000000000000ea_0",2888.252,2868.3247,2731.08,2825.1462,2742.2407,2795.7678,2811.0488,2759.4868,2804.6094,2984.2957,2779.5156,2726.358,2947.7507,2672.1821,2692.0535,2836.13,2801.3499,2695.5078,2741.5425,2752.8818,2741.1104,2815.0671,2869.064,3028.392,2870.6538,2813.8628,2866.9502,2800.45,3051.3965,2834.5134,2983.4453,2806.7896,2759.647,NA,234,"for"
"235","000000000000000000eb_0",1653.2513,1922.4229,1014.8014,1627.4156,1563.3523,1742.0042,1735.095,1909.0232,1914.8342,2076.5522,2023.7574,1874.0869,1822.5917,1909.5305,1706.3273,2081.4495,1938.5057,1786.1287,2070.529,2225.8965,2025.2417,1500.5044,2219.6882,2227.8347,2204.7495,1989.0166,2099.5737,1615.4147,1836.6624,1823.5212,1749.4857,2059.5764,2101.5068,NA,235,"for"
"236","000000000000000000ec_0",3376.1775,3019.0867,3101.9272,3062.457,2674.2693,2991.0024,2951.6711,3038.6157,3005.1606,2943.8867,2944.5308,2863.8582,3362.214,3001.6067,3166.2012,3116.3328,2904.8079,3081.4678,3128.538,2996.7979,3094.394,3016.9165,2898.5422,2987.3032,3025.1946,3096.0425,3110.0227,2894.324,3051.7954,3003.0254,2940.9395,2571.3423,2764.789,NA,236,"for"
"237","000000000000000000ed_0",2098.044,2070.1372,1601.9557,1679.7333,1813.6895,1924.9756,2091.6826,2091.2085,1991.6919,2143.5693,2040.1964,2068.3582,1849.5942,2039.4807,1994.0691,2139.8188,2090.3955,2012.3534,2051.6814,2069.2612,2311.934,1962.9012,2087.8315,2046.1965,2102.0564,2075.776,1980.4509,1990.7487,1883.1277,1900.9406,2066.3284,1944.9633,1791.5171,NA,237,"for"
"238","000000000000000000ee_0",2683.1548,2425.429,2189.37,2279.1304,2084.441,2297.9646,2337.6133,2399.7725,2453.63,2340.6143,2332.8389,2304.767,2544.5713,2365.2026,2392.619,2455.75,2380.6367,2478.4678,2477.1165,2256.3975,2455.0623,2505.057,2504.1792,2494.103,2578.945,2648.438,2552.6846,2272.6501,2277.77,2271.225,2443.6807,2225.505,2267.3276,NA,238,"for"
"239","000000000000000000ef_0",2668.0815,2486.9631,2298.8274,2346.4612,2239.9912,2384.1018,2459.4048,2595.7798,2279.232,2391.3838,2484.468,2477.3943,2588.4558,2484.4211,2518.8164,2575.0718,2596.266,2683.174,2650.4126,2643.5615,2825.564,2761.1353,2784.6367,2577.568,2827.3079,2897.8403,2856.292,2587.3247,2585.8953,2432.655,2684.7441,2347.5942,2213.2524,NA,239,"for"
"240","000000000000000000f0_0",3182.9536,2768.6206,2837.5034,2710.936,2730.1064,2795.1868,2855.1763,2915.9492,2817.9915,2789.8765,2893.2844,2863.1604,2985.8362,3014.496,2945.215,2987.192,2805.979,2829.0396,2852.494,2921.7227,2990.8547,3032.6094,3045.459,2950.068,3150.968,3134.066,3121.7295,2810.4622,2918.1055,2720.4067,2946.659,2525.0928,2547.2207,NA,240,"for"
"241","000000000000000000f1_0",2259.9312,1831.7268,1835.567,1975.6768,1713.6886,2130.8213,2168.2476,2126.31,2105.465,2030.3832,2110.1013,2049.5215,2002.8712,2204.9526,2275.606,2164.5286,2231.2876,2233.325,2162.4873,2149.1575,2307.6152,2325.107,2231.628,2136.3184,2285.4165,2382.57,2179.7227,1849.2993,1645.7878,1932.0581,2180.9087,1890.2476,1826.6669,NA,241,"for"
"242","000000000000000000f2_0",3155.6343,2810.9285,2859.2224,2781.4702,2542.899,2751.8657,2806.202,2935.8306,2782.3416,2759.0386,2726.6006,2721.641,3182.094,2968.097,2811.078,2928.3958,2903.4653,2884.6304,2814.0068,2828.5337,2909.8347,2922.7915,3031.4785,3104.5645,3049.2043,2961.5796,2919.3518,3211.3792,3061.6914,2844.2705,3095.1504,2612.0396,2682.7417,NA,242,"for"
"243","000000000000000000f3_0",2694.3315,2511.2163,2693.7168,2588.2202,2595.9807,2618.2063,2746.116,2884.3523,2627.8823,2706.6223,2859.7153,2802.7263,2949.8008,2871.428,2810.2588,2908.878,2918.3643,2929.0483,2855.38,2862.4744,2878.448,3079.705,3184.919,2926.7656,3195.4307,3205.2917,3158.1284,2862.0737,2871.0283,2585.5723,2812.293,2652.4495,2661.1318,NA,243,"for"
"244","000000000000000000f4_0",3217.051,2680.129,2797.9436,2914.5537,2605.5166,2701.2683,2939.6394,2939.571,2753.851,2816.9663,2840.046,2607.1758,2934.9814,2971.2676,2962.8682,2984.048,2905.9353,2802.7683,2733.6155,2774.5322,2935.16,2754.3477,2883.5806,3018.3203,2970.8533,2973.9849,2763.1145,3087.4648,2951.2473,2651.7036,3050.859,2548.6414,2575.8423,NA,244,"for"
