"","system.index","Greenness","Greenness_1","Greenness_10","Greenness_11","Greenness_12","Greenness_13","Greenness_14","Greenness_15","Greenness_16","Greenness_17","Greenness_18","Greenness_19","Greenness_2","Greenness_20","Greenness_21","Greenness_22","Greenness_23","Greenness_24","Greenness_25","Greenness_26","Greenness_27","Greenness_28","Greenness_29","Greenness_3","Greenness_30","Greenness_31","Greenness_32","Greenness_4","Greenness_5","Greenness_6","Greenness_7","Greenness_8","Greenness_9",".geo","CID","class"
"136","00000000000000000087_0",2162.3345,2178.9893,2296.07,2240.873,2404.0078,2094.8242,1888.3298,1972.4543,1946.565,1977.9814,1988.9615,2102.6968,2203.2559,2252.8923,2073.476,1934.2988,1943.7788,2180.7773,2037.0422,1956.1252,1528.2668,2241.7415,2316.355,2431.0767,2318.1128,2371.672,2304.1091,2382.5835,2461.648,2082.0498,1949.9924,2045.5493,2282.2234,NA,136,"for"
"137","00000000000000000088_0",1249.9766,1421.0852,799.61005,1230.1445,1361.8914,1230.3636,1013.3397,1277.6482,1119.2006,1351.1385,1360.822,1414.5186,1416.8947,1292.662,1049.9965,1313.2595,1372.1166,1200.058,1228.8894,1283.3141,1073.0157,1355.9368,1806.27,1629.5576,1838.7028,1446.3174,1585.623,1684.7511,1722.9897,1009.9904,1283.3567,1637.6912,1738.6914,NA,137,"for"
"138","00000000000000000089_0",2404.5342,2191.266,2263.1099,2232.3467,2544.3,2035.2711,1946.1243,1947.5737,1967.5459,1854.902,1897.1779,1928.4307,2420.8628,2017.7393,2038.8939,1890.3032,1704.4197,1959.2505,2092.854,1861.6233,1750.497,2377.9856,2353.0298,2320.6465,2355.7175,2311.3262,2305.5654,2539.0317,2510.1748,2415.6108,2164.0564,2201.4424,2161.929,NA,138,"for"
"139","0000000000000000008a_0",494.27997,971.84033,281.9303,576.4445,694.04333,803.3318,469.3082,679.53796,729.897,1016.95325,963.55817,846.0716,342.1518,662.8061,806.56885,838.7864,811.3334,697.23663,742.33826,763.4718,710.6,635.536,1464.7885,1153.3444,1563.2192,979.7731,1100.9148,1096.9779,1374.5145,415.4437,844.438,1354.3674,1329.6742,NA,139,"for"
"140","0000000000000000008b_0",2934.0872,2581.9805,2959.829,2839.2793,3040.115,2656.4211,2582.266,2388.0962,2197.273,2196.6987,2277.2104,2460.3135,2894.4634,2549.1243,2364.4197,2169.9824,2236.2192,2596.631,2521.7385,2414.614,2207.8677,3046.7847,2871.3057,2976.7896,2933.8362,2954.8281,2929.837,3122.688,2853.5818,3187.416,2353.3438,2481.1758,2809.815,NA,140,"for"
"141","0000000000000000008c_0",1916.1506,1903.689,1981.1239,2152.1807,2153.371,1887.439,1704.3804,1914.8312,1612.1187,1769.7893,1867.3047,1901.6772,1967.72,1965.3931,1927.8728,1779.1183,1836.56,1951.1868,1896.1897,1809.2295,1570.1969,2052.4849,2275.9497,2102.3518,2393.0864,2227.2979,1949.492,2032.7214,2386.099,2030.6757,1850.8853,1875.2959,2163.728,NA,141,"for"
"142","0000000000000000008d_0",2170.7043,1881.7385,2223.6848,2330.3228,2277.1995,2067.0938,1916.5453,1719.0292,1799.0942,1828.165,1963.6816,1923.22,2044.197,1830.8358,1918.6353,1751.62,1703.7803,2029.8868,2064.761,1702.4233,1625.4078,2238.999,2165.429,1888.9912,2120.8552,2228.067,2213.043,2220.6665,2168.414,2185.3481,2021.4924,1595.0039,1856.9686,NA,142,"for"
"143","0000000000000000008e_0",1922.4915,2085.7139,2259.9927,2301.1577,2086.1633,2048.6523,1981.5565,1806.8674,1753.4094,1761.4067,1911.279,1957.1809,2084.153,1908.6968,1880.9587,1854.0637,1724.2522,2007.7935,2034.1768,1816.5164,1657.8176,2253.38,2340.6323,2088.5273,2254.47,2376.2957,2311.2517,2232.5603,2531.424,2369.663,2077.0212,2003.9749,2113.8381,NA,143,"for"
"144","0000000000000000008f_0",1140.4609,1569.4729,1537.0865,1415.8099,1426.1727,1540.7052,1382.8213,1428.022,1249.3796,1321.17,1482.1101,1346.6003,1274.3479,1310.6694,1292.3846,1420.7539,1382.1396,1387.7064,1546.6313,1351.5583,1221.8629,1466.7347,1771.105,1700.7942,1726.0847,1704.0029,1789.7104,1932.1282,1720.4814,1534.2783,1617.1836,1723.9766,1684.11,NA,144,"for"
"145","00000000000000000090_0",885.13666,1468.7246,865.0122,1358.4929,904.0896,1053.6857,1183.741,1170.7251,1039.9836,894.3664,1256.1726,1008.4375,1557.9402,1065.1588,940.9724,1123.6458,1271.561,1131.4465,1196.9436,1058.4872,1067.5493,1023.0929,1632.9094,1592.0441,1477.6594,1246.2828,1549.6692,1148.8676,1767.6555,1303.2705,1461.7383,1375.4136,1437.7832,NA,145,"for"
"146","00000000000000000091_0",1709.0333,1512.718,1696.4995,1602.5583,1672.4431,1733.6536,1472.9661,1441.5413,1400.4824,1442.8234,1471.3586,1503.9825,1562.5054,1466.3804,1488.1233,1521.295,1360.4016,1653.5568,1599.4519,1489.2644,1195.4722,1877.8359,1826.9479,1566.747,1865.5251,1972.9598,1930.6113,1708.571,1627.9078,1624.3784,1361.2148,1467.4102,1414.1841,NA,146,"for"
"147","00000000000000000092_0",1719.0481,1857.4137,1275.106,1588.1113,1774.9086,1388.4622,1451.807,1354.7686,1271.7804,1457.9674,1396.5614,1410.0349,1760.9802,1453.9373,1344.8928,1435.0215,1500.6604,1620.324,1526.0784,1368.2659,1319.9543,1643.094,2009.134,1991.9332,1911.947,1810.9598,1783.7346,2123.9966,2167.2346,1751.4965,1468.0638,1667.6202,1451.1411,NA,147,"for"
"148","00000000000000000093_0",2941.3462,2852.064,2599.1033,2463.6904,2892.8203,2198.0125,2016.2457,2054.1277,1881.4799,1877.2166,2069.8582,2113.2446,2832.463,2205.2358,2129.1277,1996.046,1935.069,2309.56,2207.8984,2036.1223,1727.683,2309.7607,2610.9143,2812.4355,2338.6416,2424.635,2274.002,3087.7163,3117.4663,2773.949,2489.4326,2051.1697,2319.42,NA,148,"for"
"149","00000000000000000094_0",1914.4807,2185.7217,1899.2437,2171.8042,2556.3823,1812.011,1878.964,1702.2659,1582.329,1866.88,1805.4019,1722.3718,1907.6571,1734.7369,1593.1509,1754.8854,1892.2769,1949.0027,1767.344,1768.7812,1517.5063,1759.0088,2013.9124,2127.8816,2251.8042,2191.2227,2048.1208,2481.5635,2713.0923,1961.0594,1822.9752,2052.6057,2261.324,NA,149,"for"
