"","system.index","Wetness","Wetness_1","Wetness_10","Wetness_11","Wetness_12","Wetness_13","Wetness_14","Wetness_15","Wetness_16","Wetness_17","Wetness_18","Wetness_19","Wetness_2","Wetness_20","Wetness_21","Wetness_22","Wetness_23","Wetness_24","Wetness_25","Wetness_26","Wetness_27","Wetness_28","Wetness_29","Wetness_3","Wetness_30","Wetness_31","Wetness_32","Wetness_4","Wetness_5","Wetness_6","Wetness_7","Wetness_8","Wetness_9",".geo","CID","class"
"1","00000000000000000000_0",-141.06035,-269.2221,-110.7081,-297.60693,-320.4483,-345.2784,-367.37848,-470.67444,-478.0912,-618.3985,-524.8407,-534.39844,-278.29752,-292.79364,-367.8289,-449.2085,-531.827,-343.6539,-442.3745,-454.8957,-716.2489,13.09565,61.69425,-388.1391,88.6889,61.985,51.65,-336.3936,-326.6168,-288.6599,-463.47595,-444.63916,-384.197,NA,1,"for"
"2","00000000000000000001_0",-216.94655,-312.0619,-99.0701,-145.7802,-243.5898,-274.9632,-300.7034,-454.0701,-431.9358,-561.58997,-467.29135,-513.7904,-265.4166,-388.6675,-319.87726,-411.68015,-473.1698,-330.94373,-393.4544,-462.25705,-567.8799,34.19725,150.7098,-336.06628,128.6893,93.6616,150.3967,-166.1906,-340.429,-228.20361,-407.04388,-381.4214,-317.2071,NA,2,"for"
"3","00000000000000000002_0",-538.1628,-603.7359,-405.369,-515.46576,-521.00555,-570.47906,-587.7756,-730.84924,-700.26385,-928.3476,-767.7404,-746.3436,-588.6366,-555.7607,-518.9942,-646.5484,-779.15265,-555.48914,-613.9578,-672.3174,-923.6436,-13.4580500000001,79.8269,-671.1885,78.8556999999999,48.4294500000001,106.3757,-490.0886,-584.7743,-513.146,-603.33356,-625.1804,-599.8804,NA,3,"for"
"4","00000000000000000003_0",-332.7374,-430.457,-351.7189,-454.5636,-396.8667,-437.6249,-458.50098,-757.705,-683.08325,-905.50214,-724.6315,-585.8072,-408.78168,-615.3535,-510.9576,-608.9675,-742.7447,-588.26154,-524.6987,-683.16,-782.1816,137.2828,151.5097,-608.5317,101.45925,138.8411,168.5125,-433.0134,-500.8335,-359.25293,-426.5104,-465.79187,-427.2171,NA,4,"for"
"5","00000000000000000004_0",-430.7496,-448.4464,-368.2481,-393.7568,-414.85107,-499.3093,-426.3188,-700.121,-714.3309,-848.29016,-657.8414,-608.8501,-380.4539,-617.79584,-732.34436,-649.1581,-707.54095,-598.0268,-627.53705,-587.2456,-847.8716,-22.34105,146.79055,-436.3743,53.3231500000001,96.4159,137.3491,-362.4983,-323.60858,-341.8841,-472.8966,-356.37457,-460.1721,NA,5,"for"
"6","00000000000000000005_0",-362.21695,-450.704,-296.23138,-516.0249,-348.3724,-472.5154,-479.5055,-712.0834,-625.6831,-828.6665,-679.9872,-661.98566,-420.8866,-538.3253,-475.6945,-482.4042,-562.3064,-467.8069,-518.4995,-612.5276,-849.7506,69.6922000000001,146.3377,-508.8448,80.9402,135.96615,141.05965,-300.6169,-496.94543,-436.7286,-540.8021,-476.96747,-430.4207,NA,6,"for"
"7","00000000000000000006_0",-320.28827,-396.5705,-306.5415,-457.2729,-362.6423,-451.5664,-448.97345,-668.94714,-581.3862,-753.01,-683.1116,-449.4415,-344.6037,-588.76935,-470.2037,-531.93787,-498.0001,-476.0494,-514.927,-572.6051,-694.9058,-5.54029999999995,125.65065,-487.6767,62.9861999999999,75.27875,117.7145,-281.894,-394.1555,-357.9429,-505.7714,-465.54745,-423.56036,NA,7,"for"
"8","00000000000000000007_0",-453.59985,-455.6682,-290.1513,-465.1983,-423.19284,-593.5101,-456.9095,-760.5165,-744.41797,-833.3752,-755.7329,-629.5502,-448.3396,-615.7214,-557.0692,-675.5517,-624.0177,-612.6913,-558.1546,-701.9197,-888.2793,42.5728999999999,113.4436,-477.1275,100.18185,111.3414,181.7327,-434.1129,-453.6727,-462.9161,-545.1561,-464.646,-490.2588,NA,8,"for"
"9","00000000000000000008_0",-427.4308,-472.7284,-420.7212,-508.2043,-454.2533,-544.4828,-560.6409,-828.6018,-675.5361,-909.2991,-712.93317,-707.0897,-473.5047,-540.8446,-584.151,-640.91595,-649.32214,-574.18567,-645.9385,-683.5973,-833.85297,44.4340999999999,105.0287,-619.6643,82.83035,69.2124999999999,134.59725,-416.5021,-532.4486,-447.0097,-648.6395,-573.5381,-597.9779,NA,9,"for"
"10","00000000000000000009_0",-617.1553,-668.6258,-579.8644,-644.2455,-559.6205,-769.6358,-618.7028,-984.8495,-992.0082,-1129.6672,-969.4746,-864.99133,-636.8456,-903.8314,-674.9983,-812.5222,-705.3236,-713.8795,-812.1227,-919.03644,-1031.4458,75.22585,201.782,-669.1705,51.8096999999999,168.9144,184.5117,-593.2777,-543.7933,-585.5751,-702.38586,-603.0173,-626.7735,NA,10,"for"
"11","0000000000000000000a_0",-443.5506,-552.2981,-381.19952,-469.4732,-401.8543,-532.8062,-591.1658,-796.15063,-709.41376,-1010.15344,-831.9256,-675.1048,-533.7298,-636.956,-640.248,-576.1286,-766.16644,-688.2637,-675.9561,-765.3181,-931.8863,118.8222,201.48365,-563.8719,185.9664,110.088,161.4936,-415.6367,-585.8287,-441.2395,-492.44263,-599.5523,-574.2907,NA,11,"for"
"12","0000000000000000000b_0",-837.3383,-820.5279,-614.68066,-580.3153,-614.4073,-642.35376,-549.8664,-912.81714,-887.47186,-960.0162,-893.3091,-625.8819,-694.7633,-609.4166,-821.041,-623.1638,-953.0287,-591.0686,-695.4287,-759.893,-1017.5018,134.1484,169.9705,-777.9298,181.9894,-131.83405,97.8132999999998,-690.4236,-719.6533,-676.3651,-524.41656,-684.3922,-735.86816,NA,12,"for"
"13","0000000000000000000c_0",-883.5443,-839.11975,-689.7877,-736.2767,-622.3686,-772.3855,-638.25745,-1081.311,-1017.46204,-1147.57,-974.6391,-856.4185,-730.47955,-745.0524,-771.8572,-720.0327,-977.8813,-711.30786,-841.6572,-793.4752,-1057.842,135.6505,112.1038,-812.438,99.3693,40.5869999999998,141.3883,-772.26697,-744.47754,-764.2209,-622.901,-742.95966,-802.5084,NA,13,"for"
"14","0000000000000000000d_0",-399.1308,-493.5611,-231.32874,-534.13306,-379.0735,-466.1408,-474.6884,-654.08966,-625.0984,-698.2114,-683.3374,-615.5102,-510.03766,-451.2865,-414.5231,-535.277,-648.74207,-433.1818,-576.5703,-544.8495,-740.4585,68.69645,94.3010999999999,-613.12024,60.3267999999998,133.9128,123.8351,-459.3643,-470.97748,-373.7645,-336.4017,-538.1258,-516.9467,NA,14,"for"
"15","0000000000000000000e_0",-538.1717,-514.6331,-468.7138,-473.175,-452.2861,-535.3237,-510.8468,-811.6835,-807.4315,-921.2455,-755.6815,-748.9479,-504.41437,-623.8842,-585.6428,-578.8661,-805.7962,-541.7261,-675.7488,-725.7522,-860.59,35.5827,164.6612,-534.3971,119.36145,126.7546,148.9818,-480.28815,-476.83035,-464.38367,-437.02115,-524.3678,-492.8688,NA,15,"for"
"16","0000000000000000000f_0",-522.7471,-532.31165,-373.9188,-454.8192,-408.7439,-446.27466,-463.44904,-707.09644,-712.16907,-763.5069,-694.1592,-575.87775,-525.3487,-488.6358,-581.0896,-502.0071,-612.8224,-453.72333,-491.7001,-503.2774,-722.7073,211.2931,146.0273,-559.2621,165.428,135.89065,157.214,-495.2864,-430.6467,-439.6811,-368.7647,-435.9658,-420.52216,NA,16,"for"
"17","00000000000000000010_0",-908.5398,-855.2166,-721.7368,-692.7336,-696.634,-736.2571,-754.9299,-957.79266,-1018.1811,-1136.6637,-985.81396,-902.65967,-814.0521,-691.2062,-836.74426,-760.3755,-961.2012,-823.1439,-857.3632,-935.5207,-1089.18,83.4825999999998,158.4626,-876.0859,61.5755499999999,100.6643,175.5987,-697.92316,-757.8393,-709.95294,-656.97424,-778.14966,-758.03577,NA,17,"for"
"18","00000000000000000011_0",-858.6408,-781.144,-578.69434,-663.0167,-626.0295,-672.7327,-691.9103,-933.7728,-914.3402,-1051.9011,-893.444,-880.9601,-736.25146,-807.49194,-688.6942,-682.9136,-776.198,-713.5998,-663.3623,-814.2074,-935.45435,-27.9447,97.1087000000001,-822.4684,70.0846999999999,140.96055,171.3834,-667.132,-773.9603,-670.0762,-645.7453,-708.7012,-752.0256,NA,18,"for"
"19","00000000000000000012_0",-1160.2726,-954.12256,-797.9104,-771.8198,-756.8982,-818.0598,-799.6205,-1042.8599,-1091.8262,-1208.5258,-985.5178,-946.9572,-934.302,-768.7996,-926.57825,-844.8143,-976.9999,-859.75714,-917.3657,-775.8216,-1111.7605,-6.18950000000004,121.29745,-867.6077,143.9082,144.06735,177.2609,-827.3916,-669.9694,-792.1476,-608.2534,-759.9128,-765.1395,NA,19,"for"
"20","00000000000000000013_0",-530.2814,-515.83167,-476.22485,-552.2649,-481.7585,-549.66754,-572.1322,-806.76904,-799.1396,-860.1969,-837.7432,-728.9386,-498.0056,-692.0513,-617.9918,-615.84814,-813.4627,-613.8956,-671.621,-803.6225,-948.8077,-142.11335,23.25805,-582.2507,16.4384500000001,1.25599999999991,7.12520000000001,-539.3463,-520.6173,-518.9976,-392.56067,-635.1557,-588.5786,NA,20,"for"
"21","00000000000000000014_0",-829.0168,-783.2466,-663.876,-659.92255,-666.3754,-729.8732,-643.9865,-982.5197,-1004.2586,-1077.4084,-946.2692,-922.6307,-693.5763,-763.8219,-906.4018,-694.9767,-1010.2847,-728.6532,-777.6939,-835.7229,-1019.0585,42.8536000000001,96.1778000000002,-771.4706,66.81285,61.5323500000001,90.7551999999999,-624.18616,-690.1172,-656.3309,-622.0561,-675.9762,-716.491,NA,21,"for"
"22","00000000000000000015_0",-615.4828,-663.4973,-554.8885,-642.5143,-572.8259,-767.26886,-699.4867,-950.34314,-912.5974,-1022.3981,-908.13654,-755.304,-566.9944,-760.4244,-822.08105,-757.19946,-949.4577,-831.6105,-912.42834,-795.7075,-1005.6626,-77.82605,97.0789000000001,-703.9728,79.0594,56.65535,121.991,-500.438,-575.5105,-572.0604,-645.2212,-558.8031,-575.2402,NA,22,"for"
"23","00000000000000000016_0",-655.9961,-625.1543,-552.1448,-634.2739,-596.9255,-673.6389,-555.4454,-941.8226,-894.1846,-1022.9551,-874.5271,-825.0711,-570.8579,-747.978,-772.9391,-749.1246,-895.8248,-699.5371,-820.3034,-876.8272,-1052.684,-2.18520000000012,73.4023499999999,-642.1027,70.3213499999999,17.604,88.2359,-549.1323,-640.855,-552.1754,-600.4389,-602.152,-685.7589,NA,23,"for"
"24","00000000000000000017_0",-731.11646,-621.63135,-639.21375,-617.6296,-620.2084,-680.8329,-746.8868,-786.7748,-918.0995,-1054.8057,-782.2954,-851.8112,-697.8293,-639.03467,-835.1057,-714.6399,-843.9063,-654.2449,-767.9976,-739.8403,-1024.5299,88.2539,171.69165,-653.3566,132.78825,97.8082000000002,126.0473,-622.8105,-526.1396,-552.7333,-468.5171,-519.7703,-592.5647,NA,24,"for"
"25","00000000000000000018_0",-960.5264,-732.884,-749.8298,-659.8288,-669.32166,-748.96423,-856.179,-895.9207,-940.1252,-1053.958,-873.4404,-846.7094,-920.1638,-726.2902,-803.76105,-771.75116,-816.4497,-692.3965,-778.2571,-777.8176,-1020.9025,71.5437500000001,103.9002,-791.21704,128.9408,109.2141,143.4425,-672.70953,-616.6389,-693.1213,-633.7373,-634.9536,-683.72473,NA,25,"for"
"26","00000000000000000019_0",-596.4467,-528.2379,-397.3763,-470.99414,-405.0302,-496.65564,-626.3336,-648.1727,-780.6833,-904.6791,-669.8395,-649.7718,-437.36548,-556.9938,-718.3591,-582.7855,-688.421,-631.5626,-601.54376,-641.6793,-893.1685,37.7455,157.97985,-567.1115,84.3648,63.8337,125.95595,-438.1999,-403.22205,-418.46945,-434.1998,-426.5737,-443.92303,NA,26,"for"
"27","0000000000000000001a_0",-591.0719,-615.397,-549.25903,-505.34946,-567.14246,-709.8291,-640.4996,-850.888,-964.787,-1013.0464,-837.9618,-890.5748,-575.3771,-823.065,-706.2516,-689.11194,-855.2224,-713.5071,-624.5551,-806.8736,-1029.4934,31.6566000000001,172.4367,-653.0718,71.36365,126.9852,173.4224,-520.4385,-494.40332,-509.2324,-459.565,-462.1405,-570.8475,NA,27,"for"
"28","0000000000000000001b_0",-702.5187,-833.5443,-785.9358,-834.0427,-957.5578,-842.9524,-897.452,-1185.9388,-1184.5111,-1332.9539,-1248.0304,-902.4424,-835.6818,-763.1427,-708.25305,-827.338,-862.8341,-799.9228,-827.05566,-1000.6082,-1304.4327,-61.5614999999999,12.35095,-916.91833,11.2443,-27.3895,-4.39830000000018,-803.73096,-840.1039,-872.1383,-910.36523,-972.0018,-958.4503,NA,28,"for"
"29","0000000000000000001c_0",-419.2995,-462.2403,-434.7981,-434.9528,-550.9467,-538.16,-547.1143,-723.6814,-678.8758,-878.14087,-757.1749,-570.5261,-438.94785,-584.26416,-554.4698,-569.5843,-650.6905,-555.3303,-676.2303,-715.10645,-868.4716,-44.69215,78.2572500000001,-599.4047,71.2301999999999,48.2677,74.0555499999999,-390.3891,-470.3494,-416.60657,-593.4116,-570.2376,-539.371,NA,29,"for"
"30","0000000000000000001d_0",-418.2433,-455.2649,-316.7535,-392.47052,-513.2641,-454.9062,-513.28,-634.7883,-610.16833,-741.4883,-695.21606,-549.24115,-458.82117,-475.69104,-451.333,-539.07117,-743.3964,-526.7633,-551.837,-605.9811,-838.4532,41.6195,111.63225,-597.0008,94.1279,99.7749999999999,122.2868,-479.5158,-433.2896,-404.9538,-548.9171,-599.0201,-481.53314,NA,30,"for"
"31","0000000000000000001e_0",-290.11127,-284.7225,-259.2279,-287.3289,-281.71637,-341.2403,-360.60614,-456.11685,-508.59943,-560.0615,-552.0789,-477.41742,-254.2439,-415.43985,-422.8893,-380.1604,-505.93176,-420.029,-443.6494,-477.9053,-598.6925,-11.80485,49.2694,-364.5746,61.8344,50.2065999999999,84.9084000000001,-293.13983,-231.9305,-264.05194,-338.0826,-314.4254,-293.48315,NA,31,"for"
"32","0000000000000000001f_0",-788.3154,-717.02856,-801.1587,-753.5224,-761.609,-875.9987,-963.7368,-1064.6296,-1205.8059,-1206.602,-1038.5734,-787.4958,-799.4986,-766.99786,-747.0729,-731.42334,-743.0211,-726.3105,-726.6238,-975.021,-1169.1274,-52.00925,81.3085999999998,-789.7499,22.6815999999999,42.6846499999999,54.1903500000001,-714.48645,-725.4022,-719.3172,-745.7174,-744.9263,-781.4046,NA,32,"for"
"33","00000000000000000020_0",-649.1521,-825.0963,-734.6663,-832.5141,-858.2141,-843.878,-870.1597,-1079.8397,-1201.5161,-1262.4398,-1258.0281,-977.2613,-640.9735,-709.65625,-694.9602,-665.09143,-777.4386,-762.4894,-826.8117,-906.522,-958.8293,-16.2430499999999,11.9973499999999,-819.6723,24.3176999999999,25.2768999999999,49.6129000000001,-692.6157,-748.01807,-794.25635,-861.538,-805.3303,-914.078,NA,33,"for"
"34","00000000000000000021_0",-794.7835,-781.8092,-766.173,-649.3327,-692.06415,-817.599,-860.2902,-983.4297,-964.818,-1091.561,-994.9568,-971.0284,-781.0085,-783.22437,-772.4022,-730.819,-975.5104,-712.105,-734.65265,-850.3527,-1077.711,67.5800000000001,129.78095,-807.8427,211.7294,153.8905,194.64885,-716.1407,-627.3454,-676.8814,-809.5362,-734.97473,-718.993,NA,34,"for"
"35","00000000000000000022_0",-615.77136,-588.1404,-605.1185,-591.4543,-669.7673,-633.5915,-674.257,-930.0532,-989.2351,-1033.3518,-926.3123,-917.1143,-648.1601,-688.525,-696.1792,-681.11053,-938.9108,-662.89844,-867.7714,-716.4141,-1001.91785,18.29035,138.4605,-639.2222,66.0785999999999,94.6702,107.36435,-604.7405,-548.0546,-587.2169,-608.5661,-666.536,-580.0472,NA,35,"for"
"36","00000000000000000023_0",-383.77615,-382.29688,-401.559,-309.8831,-389.1237,-438.0727,-462.3707,-616.3205,-617.7396,-698.6098,-612.3308,-558.08185,-355.59555,-529.93195,-434.7227,-539.5825,-631.66956,-551.65283,-693.8422,-640.49316,-841.4847,63.6966,160.56285,-435.1061,145.4334,159.636,192.36145,-283.8784,-415.1654,-363.1122,-404.3292,-463.1545,-396.5675,NA,36,"for"
"37","00000000000000000024_0",-646.8511,-664.1168,-513.3655,-601.2604,-519.0362,-759.13025,-686.5045,-868.57,-906.9128,-985.4689,-910.46906,-855.0852,-585.1693,-678.8554,-626.3941,-699.4258,-874.0861,-753.4107,-862.4344,-848.55444,-1008.1258,73.6477499999999,185.7299,-664.6665,132.92575,168.0393,222.3343,-580.2674,-519.3353,-548.7853,-494.7455,-572.9383,-629.86,NA,37,"for"
"38","00000000000000000025_0",-322.71167,-434.546,-284.8459,-359.9531,-367.3322,-452.294,-536.4604,-635.4553,-636.8646,-759.8789,-660.9023,-495.9945,-351.6961,-508.5558,-458.76862,-521.0193,-530.5863,-559.0722,-559.06934,-578.0719,-733.3409,-36.3165,67.3668000000001,-482.09375,55.8121,66.5030000000002,73.3690999999999,-395.9196,-389.9561,-370.28918,-473.9641,-491.098,-413.8546,NA,38,"for"
"39","00000000000000000026_0",-670.3823,-689.4483,-551.09924,-651.0322,-617.9385,-677.8319,-801.2219,-972.2409,-999.05225,-1099.717,-958.46265,-852.3474,-626.4252,-775.1779,-848.67004,-814.6769,-855.8561,-797.8168,-701.4896,-875.95337,-1121.4705,-75.0435999999999,70.3630499999999,-1080.5125,22.91355,9.94790000000003,95.4162000000001,-676.89014,-656.4338,-649.8027,-716.54205,-712.8021,-589.3374,NA,39,"for"
"40","00000000000000000027_0",-1178.3484,-1237.6528,-867.1058,-910.1175,-883.9506,-891.5107,-1029.1467,-1133.317,-1168.349,-1244.6642,-1073.4375,-880.70605,-1171.7007,-832.1737,-910.7915,-855.799,-875.1268,-865.3156,-811.4878,-926.6205,-1181.4509,29.7849000000002,107.19305,-1210.4338,79.2351000000001,26.194,134.2272,-873.6542,-1027.3922,-915.8917,-1067.4797,-954.4424,-961.0337,NA,40,"for"
"41","00000000000000000028_0",-630.3334,-681.3596,-510.2098,-593.6263,-601.54065,-739.7269,-709.1439,-977.8852,-913.21216,-1040.5132,-919.9795,-825.9253,-619.589,-752.18616,-649.2774,-695.2949,-733.952,-754.1538,-803.1987,-729.4533,-932.3168,-43.9306,61.6904499999999,-634.62537,50.9512000000001,29.9625999999999,68.0905,-503.8604,-606.7324,-608.7518,-704.8404,-671.5451,-563.5532,NA,41,"for"
"42","00000000000000000029_0",-557.5709,-533.1759,-403.2837,-436.67035,-487.21112,-635.4103,-539.5982,-866.037,-901.91,-1032.9174,-804.7622,-849.08966,-500.7146,-725.1233,-763.0485,-717.7217,-848.7814,-716.0032,-764.5354,-825.0589,-967.57996,-136.85295,147.35125,-504.31964,59.0566999999999,135.1038,114.4762,-459.6896,-550.7598,-474.6166,-645.4532,-553.46094,-551.7168,NA,42,"for"
"43","0000000000000000002a_0",-616.7465,-614.2587,-501.355,-563.0101,-544.9056,-666.02344,-561.56415,-942.1305,-904.3539,-1017.258,-882.1646,-757.2553,-611.0405,-625.9469,-844.1866,-673.30273,-956.3863,-657.7745,-705.6529,-873.50806,-1035.3364,-13.70675,143.6118,-620.62915,70.6084500000001,143.6593,118.5366,-511.3804,-595.8724,-577.7933,-589.771,-548.5721,-551.9927,NA,43,"for"
"44","0000000000000000002b_0",-576.816,-579.2662,-518.99426,-542.0847,-541.7871,-633.0931,-592.8991,-890.1863,-841.2717,-979.7515,-849.3469,-659.7822,-573.3787,-670.3998,-753.444,-713.3555,-858.8124,-708.1449,-763.7316,-807.3551,-1025.4543,-38.9693000000001,138.8112,-619.1101,54.1346,92.5069,100.3767,-542.3824,-562.0026,-559.66113,-670.2501,-583.6935,-595.78064,NA,44,"for"
"45","0000000000000000002c_0",-573.2121,-549.48615,-473.18756,-478.64978,-474.25555,-592.7561,-584.59094,-852.6931,-884.3465,-958.4516,-788.6716,-764.3628,-564.7793,-710.2302,-633.5978,-607.5622,-813.692,-621.3572,-662.2413,-844.7173,-1011.6553,-111.7626,53.024,-499.8468,21.0330999999999,53.55725,133.1097,-478.9024,-613.6707,-525.3945,-663.3909,-575.0244,-518.2532,NA,45,"for"
"46","0000000000000000002d_0",-534.3156,-552.4381,-505.68665,-570.2134,-550.5864,-669.3132,-560.5901,-791.4212,-862.1653,-996.0381,-843.7742,-745.1546,-536.08984,-741.8469,-690.5155,-712.4161,-849.1443,-752.86755,-692.65607,-955.31964,-1049.4408,-129.9311,71.6131,-566.0067,10.6270500000002,49.4195499999999,89.73695,-522.2637,-579.19226,-527.2876,-635.2634,-579.1154,-524.78485,NA,46,"for"
"47","0000000000000000002e_0",-461.5593,-479.84448,-452.9861,-457.7237,-481.0135,-614.0475,-552.7628,-805.5596,-862.9378,-977.96265,-839.64044,-846.0462,-457.76642,-681.4341,-783.4617,-674.1647,-856.9877,-654.6453,-700.579,-816.55493,-1000.9647,102.0412,218.7228,-482.9499,128.2334,202.1089,250.6275,-448.4319,-543.3632,-457.33508,-576.8048,-566.86774,-525.7726,NA,47,"for"
"48","0000000000000000002f_0",-470.94983,-464.1108,-384.5885,-452.11108,-392.692,-544.0479,-528.1017,-724.7363,-806.27216,-842.81024,-839.5066,-626.0661,-390.00174,-717.6352,-609.8943,-567.6109,-797.2016,-651.9235,-600.4634,-638.68335,-924.9793,-55.4433000000001,104.3876,-488.32385,92.33105,118.11955,115.4157,-480.3791,-446.2424,-446.0969,-443.8141,-419.61053,-487.8071,NA,48,"for"
"49","00000000000000000030_0",-361.2041,-443.089,-254.1774,-342.43536,-410.72766,-520.1156,-443.61688,-680.04443,-658.29913,-793.13513,-632.53015,-580.7091,-365.43555,-534.4049,-521.1068,-574.904,-595.3448,-528.2938,-635.2605,-629.32275,-775.745,-132.1649,10.6154999999999,-419.9829,27.6704,44.4164999999998,40.8208000000001,-357.4735,-426.4893,-410.59894,-517.2984,-502.2536,-475.6299,NA,49,"for"
"50","00000000000000000031_0",-522.7793,-522.4733,-325.25604,-445.0209,-504.50275,-675.4921,-645.1558,-806.3619,-872.5449,-904.821,-790.918,-631.59,-489.0747,-597.1705,-662.3616,-616.3187,-806.3541,-670.1403,-596.9575,-804.9448,-1043.1653,-70.42415,97.2872000000002,-546.9013,54.0736,116.6647,175.9659,-458.9974,-513.5615,-526.74176,-595.2356,-580.1093,-542.9221,NA,50,"for"
"51","00000000000000000032_0",-481.6534,-427.57983,-368.22974,-532.6831,-511.53564,-620.9006,-530.7509,-779.5121,-841.8336,-924.1307,-708.39417,-705.5315,-529.7191,-660.13354,-644.2682,-612.5394,-822.3528,-741.3942,-730.66187,-849.9221,-898.2878,-83.8258999999999,142.87,-531.14197,84.26735,111.6187,192.9245,-432.2078,-491.4566,-553.9875,-561.9513,-519.234,-480.23105,NA,51,"for"
"52","00000000000000000033_0",-439.6013,-464.1175,-360.85785,-354.5967,-473.2987,-529.3749,-495.82776,-758.296,-761.1925,-866.408,-733.0878,-641.303,-463.8874,-591.5563,-730.3968,-579.8911,-867.3271,-630.52527,-552.5991,-744.46643,-991.1458,-36.9634,73.31195,-473.3559,52.3679,92.5148999999999,101.7257,-452.9518,-446.1484,-439.4872,-519.93555,-511.3988,-486.94034,NA,52,"for"
"53","00000000000000000034_0",-803.5535,-676.23035,-551.7314,-621.6723,-627.88904,-694.85913,-672.0797,-1002.669,-1027.0563,-1118.9534,-929.3893,-867.3026,-663.76404,-696.6002,-989.8706,-858.5679,-951.07794,-819.2879,-759.6302,-892.54297,-1131.2686,-83.205,167.5379,-712.95795,57.2661000000001,140.0764,204.985,-610.24,-637.3344,-646.9592,-683.50946,-603.4536,-675.0331,NA,53,"for"
"54","00000000000000000035_0",-337.96802,-392.4183,-277.3029,-398.0101,-480.7802,-408.1635,-455.6517,-762.4357,-763.5416,-834.9617,-702.2179,-623.482,-436.2684,-560.6436,-495.56818,-637.0841,-658.2952,-577.3118,-581.1778,-603.5045,-757.4586,-10.9402,62.526,-425.37366,-24.09285,15.85815,106.1175,-352.5446,-412.9872,-408.33426,-457.7672,-404.10486,-474.50757,NA,54,"for"
"55","00000000000000000036_0",-529.9925,-468.0363,-357.3552,-488.4027,-517.93756,-605.31,-528.59143,-860.0002,-843.0942,-954.0753,-722.9297,-662.1678,-479.2457,-595.6858,-689.4227,-751.2882,-787.9144,-638.7986,-588.6786,-707.0574,-910.1082,-154.8164,67.21435,-553.4544,-24.5116,74.3355,114.8195,-430.97223,-475.4164,-476.5756,-505.82526,-501.5058,-450.73517,NA,55,"for"
"56","00000000000000000037_0",-746.3108,-728.45984,-587.855,-670.0788,-622.6334,-703.26843,-685.7586,-1014.7402,-1041.7963,-1136.5659,-988.1465,-875.2603,-674.9914,-762.44385,-747.5839,-824.3182,-835.559,-814.2969,-863.6343,-874.54395,-1152.8549,-140.3919,14.96515,-695.87573,-76.1343999999999,30.33795,113.17165,-596.4523,-722.1421,-725.1588,-726.53406,-700.1354,-680.119,NA,56,"for"
"57","00000000000000000038_0",-575.4547,-531.3889,-476.3348,-562.0673,-611.2779,-644.23724,-632.48206,-904.277,-939.27576,-1003.4143,-877.35583,-738.70685,-541.6448,-690.8816,-737.2933,-677.123,-883.645,-665.8982,-694.5824,-806.5801,-963.6679,-81.3683000000001,19.8545,-597.1089,-56.2269999999999,42.3761,26.2450500000001,-524.6548,-570.45056,-513.9752,-577.5341,-581.5263,-587.3747,NA,57,"for"
"58","00000000000000000039_0",-489.2824,-579.8355,-388.7324,-552.2832,-546.74133,-625.0275,-591.57526,-863.8795,-884.0167,-1003.8153,-831.9498,-605.2317,-816.1206,-672.8716,-637.3651,-655.3672,-859.948,-694.8365,-660.7435,-747.0605,-992.738,-76.8222999999999,50.8744999999999,-711.4591,-51.3593000000002,1.16610000000003,39.6043000000001,-385.4476,-739.1339,-419.518,-593.1975,-693.4622,-711.20264,NA,58,"for"
"59","0000000000000000003a_0",-624.6105,-631.7841,-577.9166,-619.5648,-702.0542,-707.9972,-680.3657,-955.84863,-1014.3323,-1083.8093,-932.3242,-912.1299,-585.2636,-672.3362,-675.1362,-754.7842,-909.5144,-744.9643,-659.154,-927.4162,-1030.8022,-66.5263,98.0501,-643.7602,52.5113,100.84845,162.654,-544.5705,-621.658,-581.5665,-679.49445,-616.3539,-650.5297,NA,59,"for"
"60","0000000000000000003b_0",-423.92075,-468.5204,-308.5699,-412.2284,-475.69122,-425.9114,-487.8991,-802.6472,-691.8409,-892.95496,-717.8169,-607.7772,-480.1278,-587.133,-480.5702,-580.142,-590.16986,-585.2708,-499.9932,-754.3775,-813.2925,22.9178000000001,205.3152,-535.65216,186.053,167.947,229.4205,-341.3755,-430.75735,-438.9821,-509.1237,-471.0848,-482.8389,NA,60,"for"
"61","0000000000000000003c_0",-429.1536,-540.2987,-225.8705,-413.7766,-450.4873,-469.59174,-531.4252,-765.35754,-639.6131,-724.1619,-678.4963,-462.0942,-416.9719,-549.1594,-450.6855,-651.7772,-503.20895,-466.50925,-458.86987,-651.6184,-758.9459,-15.47775,95.8416,-471.24655,48.5276,54.4303,82.73675,-299.7571,-449.3789,-409.0467,-500.4487,-567.8224,-433.4047,NA,61,"for"
"62","0000000000000000003d_0",-1128.4197,-781.00806,-486.1333,-578.5735,-672.7189,-621.5719,-622.8572,-919.9752,-1100.0771,-1107.2072,-959.6211,-869.47107,-670.8318,-755.6971,-571.2953,-763.3667,-823.6975,-644.3496,-639.69086,-852.1737,-896.4304,55.1946999999999,100.179,-802.2221,26.0673,60.05385,113.54485,-653.7865,-696.79395,-590.0464,-655.2971,-696.3768,-617.3368,NA,62,"for"
