"","system.index","Greenness","Greenness_1","Greenness_10","Greenness_11","Greenness_12","Greenness_13","Greenness_14","Greenness_15","Greenness_16","Greenness_17","Greenness_18","Greenness_19","Greenness_2","Greenness_20","Greenness_21","Greenness_22","Greenness_23","Greenness_24","Greenness_25","Greenness_26","Greenness_27","Greenness_28","Greenness_29","Greenness_3","Greenness_30","Greenness_31","Greenness_32","Greenness_4","Greenness_5","Greenness_6","Greenness_7","Greenness_8","Greenness_9",".geo","CID","class"
"124","0000000000000000007b_0",2204.111,2854.1328,2449.5356,2367.2522,2370.3965,2200.6611,2310.4102,2158.6667,2160.4033,2170.106,2222.688,2329.36,2458.4487,2215.6135,2128.1401,2131.9272,1932.2354,2257.1765,2257.7256,2060.002,1810.72,2275.1606,2465.9087,2803.238,2504.941,2559.1304,2317.3225,2535.0596,3128.275,2479.4207,2430.1572,2087.6436,2469.13,NA,124,"for"
"125","0000000000000000007c_0",953.9419,1378.6932,789.8685,1309.1292,1002.0467,1025.9565,1085.2098,1269.8171,1081.9596,1087.7864,1116.7102,1196.9558,1504.993,1064.6982,1035.1711,1243.6698,1331.5906,1328.8995,1244.2032,1334.3671,1036.9578,1342.8672,1585.4783,1716.303,1369.8237,1461.51,1417.3636,1205.1697,1616.2317,1450.8324,1306.2356,1309.357,1363.5366,NA,125,"for"
"126","0000000000000000007d_0",1232.6222,1796.433,1048.8826,1372.9841,1323.0282,1201.2375,1202.9341,1431.3036,1350.9236,1433.9794,1272.0734,1129.5002,1889.9146,1259.0677,1143.349,1394.283,1335.8608,1346.5511,1484.0094,1386.32,1103.2678,1247.071,1884.1628,1807.2288,1815.5249,1605.7185,1609.585,1302.7192,2003.7441,1464.7224,1802.071,1553.8732,1627.8596,NA,126,"for"
"127","0000000000000000007e_0",2855.143,2244.4917,2684.5273,2334.6406,2648.2534,2095.2915,1861.5442,1984.4026,2061.6199,2157.4062,2174.6675,2174.671,2633.4775,2408.765,2225.973,2237.0686,2101.7808,2262.917,2511.8354,2283.4834,2109.0283,2774.9736,2533.457,2238.58,2493.933,2628.3364,2581.553,2903.042,2342.7783,2802.8809,2167.9036,1827.293,2087.7178,NA,127,"for"
"128","0000000000000000007f_0",1794.9531,2322.3198,1839.1577,2079.4402,1683.0117,1563.4032,1639.1179,1687.2087,1498.4227,1277.919,1595.93,1540.2983,2063.0393,1474.7072,1462.5579,1522.678,1637.4795,1642.9824,1642.4703,1536.6304,1391.825,1723.3093,2045.3507,2392.2073,2022.5449,1844.6177,1963.2875,1949.8812,2383.9304,2580.5723,1957.9855,1819.7186,1999.76,NA,128,"for"
"129","00000000000000000080_0",2266.393,2364.7578,2183.1833,2284.6355,2080.3123,1881.614,1920.3574,1874.6445,1783.4922,1794.1924,1894.8383,1914.2332,2159.6875,2013.3844,1860.2083,1813.9929,1812.2876,2024.8196,2004.771,1881.9854,1593.54,1960.987,2241.0688,2421.9307,2244.0522,1985.593,2009.5132,2383.963,2721.8872,2299.4072,2206.2847,2088.4614,2151.3225,NA,129,"for"
"130","00000000000000000081_0",1409.213,1366.1802,1202.5026,1317.3356,1271.433,1114.2065,1170.5104,1281.5529,1258.7078,1378.7241,1402.5667,1259.8304,1259.8832,1311.6844,1242.9392,1312.5337,1251.3757,1297.6875,1370.1338,1167.0656,1139.9128,1256.3269,1614.521,1442.8743,1551.5326,1465.4707,1526.4214,1594.3617,1799.0287,1665.2388,1496.7805,1342.6792,1413.5839,NA,130,"for"
"131","00000000000000000082_0",2229.3833,1878.8464,2200.1243,1863.61,2306.6128,1827.9004,2009.2568,1811.5544,1942.4408,1828.4507,1832.374,1782.7834,2138.0493,1936.7314,1873.4045,1736.9677,1730.0679,2067.0227,2064.9314,1978.9958,1755.1652,2097.3887,2018.4058,1990.8949,2088.773,2205.8682,2267.3503,2207.4363,2105.6133,2207.6738,1806.872,1579.677,1713.0537,NA,131,"for"
"132","00000000000000000083_0",2120.372,1626.6818,1763.2721,1872.0989,2079.5166,1747.561,1797.7299,1615.5193,1676.3315,1729.2214,1583.3191,1514.1366,1892.7905,1951.5697,1716.1431,1571.5167,1565.9651,1869.9142,1819.4352,1696.7748,1485.0946,2059.9087,1909.7264,1765.7037,2033.5986,1958.9648,1992.1692,2076.484,1989.3822,2152.699,1777.9106,1724.7583,1626.1387,NA,132,"for"
"133","00000000000000000084_0",2457.3472,2432.4854,2523.4104,2469.7085,2763.102,2224.976,1969.2295,2119.2842,1865.3706,2038.2949,2084.689,2096.7563,2369.9087,2205.3306,2058.4993,1986.4224,1910.0573,2283.623,2191.2202,2002.076,1800.8638,2407.5852,2442.939,2519.6162,2504.9543,2651.3516,2339.1467,2601.6812,2868.3237,2495.798,2376.7998,2339.3748,2377.1848,NA,133,"for"
"134","00000000000000000085_0",2405.4282,2187.8438,2528.8628,2329.3145,2691.6228,1964.7499,1850.8462,1956.1418,2113.7383,2080.1658,2038.6669,2045.6725,2515.4392,2171.95,2189.6284,1917.8948,2027.0271,2317.9087,2175.5037,2207.2021,1765.6174,2158.1162,2500.407,2526.6501,2604.1826,2799.4355,2413.791,2221.3647,3040.3765,2473.0347,2291.447,2154.684,2732.7651,NA,134,"for"
"135","00000000000000000086_0",2050.7559,2284.7825,1586.7202,2078.1235,2491.9434,1767.9001,1536.8872,1643.2886,1653.7916,1775.7181,1703.3934,1568.0841,2392.2832,1560.0508,1603.4792,1614.9888,1660.2819,1944.2214,1663.4323,1587.2927,1479.4393,1656.575,2358.661,2420.801,2190.0605,2476.4175,2220.1804,2488.684,2809.0544,2276.9685,2111.9888,1858.8315,2292.9436,NA,135,"for"
"136","00000000000000000087_0",2162.3345,2178.9893,2296.07,2240.873,2404.0078,2094.8242,1888.3298,1972.4543,1946.565,1977.9814,1988.9615,2102.6968,2203.2559,2252.8923,2073.476,1934.2988,1943.7788,2180.7773,2037.0422,1956.1252,1528.2668,2241.7415,2316.355,2431.0767,2318.1128,2371.672,2304.1091,2382.5835,2461.648,2082.0498,1949.9924,2045.5493,2282.2234,NA,136,"for"
"137","00000000000000000088_0",1249.9766,1421.0852,799.61005,1230.1445,1361.8914,1230.3636,1013.3397,1277.6482,1119.2006,1351.1385,1360.822,1414.5186,1416.8947,1292.662,1049.9965,1313.2595,1372.1166,1200.058,1228.8894,1283.3141,1073.0157,1355.9368,1806.27,1629.5576,1838.7028,1446.3174,1585.623,1684.7511,1722.9897,1009.9904,1283.3567,1637.6912,1738.6914,NA,137,"for"
"138","00000000000000000089_0",2404.5342,2191.266,2263.1099,2232.3467,2544.3,2035.2711,1946.1243,1947.5737,1967.5459,1854.902,1897.1779,1928.4307,2420.8628,2017.7393,2038.8939,1890.3032,1704.4197,1959.2505,2092.854,1861.6233,1750.497,2377.9856,2353.0298,2320.6465,2355.7175,2311.3262,2305.5654,2539.0317,2510.1748,2415.6108,2164.0564,2201.4424,2161.929,NA,138,"for"
"139","0000000000000000008a_0",494.27997,971.84033,281.9303,576.4445,694.04333,803.3318,469.3082,679.53796,729.897,1016.95325,963.55817,846.0716,342.1518,662.8061,806.56885,838.7864,811.3334,697.23663,742.33826,763.4718,710.6,635.536,1464.7885,1153.3444,1563.2192,979.7731,1100.9148,1096.9779,1374.5145,415.4437,844.438,1354.3674,1329.6742,NA,139,"for"
"140","0000000000000000008b_0",2934.0872,2581.9805,2959.829,2839.2793,3040.115,2656.4211,2582.266,2388.0962,2197.273,2196.6987,2277.2104,2460.3135,2894.4634,2549.1243,2364.4197,2169.9824,2236.2192,2596.631,2521.7385,2414.614,2207.8677,3046.7847,2871.3057,2976.7896,2933.8362,2954.8281,2929.837,3122.688,2853.5818,3187.416,2353.3438,2481.1758,2809.815,NA,140,"for"
"141","0000000000000000008c_0",1916.1506,1903.689,1981.1239,2152.1807,2153.371,1887.439,1704.3804,1914.8312,1612.1187,1769.7893,1867.3047,1901.6772,1967.72,1965.3931,1927.8728,1779.1183,1836.56,1951.1868,1896.1897,1809.2295,1570.1969,2052.4849,2275.9497,2102.3518,2393.0864,2227.2979,1949.492,2032.7214,2386.099,2030.6757,1850.8853,1875.2959,2163.728,NA,141,"for"
"142","0000000000000000008d_0",2170.7043,1881.7385,2223.6848,2330.3228,2277.1995,2067.0938,1916.5453,1719.0292,1799.0942,1828.165,1963.6816,1923.22,2044.197,1830.8358,1918.6353,1751.62,1703.7803,2029.8868,2064.761,1702.4233,1625.4078,2238.999,2165.429,1888.9912,2120.8552,2228.067,2213.043,2220.6665,2168.414,2185.3481,2021.4924,1595.0039,1856.9686,NA,142,"for"
"143","0000000000000000008e_0",1922.4915,2085.7139,2259.9927,2301.1577,2086.1633,2048.6523,1981.5565,1806.8674,1753.4094,1761.4067,1911.279,1957.1809,2084.153,1908.6968,1880.9587,1854.0637,1724.2522,2007.7935,2034.1768,1816.5164,1657.8176,2253.38,2340.6323,2088.5273,2254.47,2376.2957,2311.2517,2232.5603,2531.424,2369.663,2077.0212,2003.9749,2113.8381,NA,143,"for"
"144","0000000000000000008f_0",1140.4609,1569.4729,1537.0865,1415.8099,1426.1727,1540.7052,1382.8213,1428.022,1249.3796,1321.17,1482.1101,1346.6003,1274.3479,1310.6694,1292.3846,1420.7539,1382.1396,1387.7064,1546.6313,1351.5583,1221.8629,1466.7347,1771.105,1700.7942,1726.0847,1704.0029,1789.7104,1932.1282,1720.4814,1534.2783,1617.1836,1723.9766,1684.11,NA,144,"for"
"145","00000000000000000090_0",885.13666,1468.7246,865.0122,1358.4929,904.0896,1053.6857,1183.741,1170.7251,1039.9836,894.3664,1256.1726,1008.4375,1557.9402,1065.1588,940.9724,1123.6458,1271.561,1131.4465,1196.9436,1058.4872,1067.5493,1023.0929,1632.9094,1592.0441,1477.6594,1246.2828,1549.6692,1148.8676,1767.6555,1303.2705,1461.7383,1375.4136,1437.7832,NA,145,"for"
"146","00000000000000000091_0",1709.0333,1512.718,1696.4995,1602.5583,1672.4431,1733.6536,1472.9661,1441.5413,1400.4824,1442.8234,1471.3586,1503.9825,1562.5054,1466.3804,1488.1233,1521.295,1360.4016,1653.5568,1599.4519,1489.2644,1195.4722,1877.8359,1826.9479,1566.747,1865.5251,1972.9598,1930.6113,1708.571,1627.9078,1624.3784,1361.2148,1467.4102,1414.1841,NA,146,"for"
"147","00000000000000000092_0",1719.0481,1857.4137,1275.106,1588.1113,1774.9086,1388.4622,1451.807,1354.7686,1271.7804,1457.9674,1396.5614,1410.0349,1760.9802,1453.9373,1344.8928,1435.0215,1500.6604,1620.324,1526.0784,1368.2659,1319.9543,1643.094,2009.134,1991.9332,1911.947,1810.9598,1783.7346,2123.9966,2167.2346,1751.4965,1468.0638,1667.6202,1451.1411,NA,147,"for"
"148","00000000000000000093_0",2941.3462,2852.064,2599.1033,2463.6904,2892.8203,2198.0125,2016.2457,2054.1277,1881.4799,1877.2166,2069.8582,2113.2446,2832.463,2205.2358,2129.1277,1996.046,1935.069,2309.56,2207.8984,2036.1223,1727.683,2309.7607,2610.9143,2812.4355,2338.6416,2424.635,2274.002,3087.7163,3117.4663,2773.949,2489.4326,2051.1697,2319.42,NA,148,"for"
"149","00000000000000000094_0",1914.4807,2185.7217,1899.2437,2171.8042,2556.3823,1812.011,1878.964,1702.2659,1582.329,1866.88,1805.4019,1722.3718,1907.6571,1734.7369,1593.1509,1754.8854,1892.2769,1949.0027,1767.344,1768.7812,1517.5063,1759.0088,2013.9124,2127.8816,2251.8042,2191.2227,2048.1208,2481.5635,2713.0923,1961.0594,1822.9752,2052.6057,2261.324,NA,149,"for"
"150","00000000000000000095_0",1225.48,1553.1659,1227.3134,1677.6302,2024.6216,1300.6694,1099.666,1450.1084,1265.9644,1418.6013,1465.7266,1277.1719,1606.0148,1254.611,969.8716,1322.8988,1538.1093,1258.492,1290.2059,1268.0454,1116.4106,1294.2704,1730.2667,1928.612,1832.9983,2079.7612,1635.7225,2060.1506,2232.1282,1548.115,1194.2538,1510.98,2234.2297,NA,150,"for"
"151","00000000000000000096_0",1203.6025,1434.0465,860.831,1440.6139,2066.4783,996.5079,1273.4324,1324.4001,1246.0782,1414.7322,1425.6515,1227.8776,1822.2661,1187.6411,1161.4464,1398.7448,1566.7695,1429.618,1202.3702,1161.6633,1014.1233,1753.3251,1872.9735,1775.2319,2155.4602,1939.136,1910.2844,1917.8274,2374.1333,1469.2788,1383.8269,1681.6254,2134.2417,NA,151,"for"
"152","00000000000000000097_0",2515.7903,2554.3462,2274.0403,2584.5767,2884.494,2396.5889,2092.8193,2301.1226,2121.8608,2111.0881,2281.4849,2112.222,2597.9004,2412.802,2301.25,2082.5903,2173.274,2458.8547,2258.0645,2331.5974,1797.4828,2596.2139,2612.3235,2777.3774,2656.9365,2995.0525,2675.0298,2748.8667,2758.7673,2616.695,2295.1443,2716.496,2599.3728,NA,152,"for"
"153","00000000000000000098_0",2088.4465,2104.9658,2023.6097,2018.6837,2380.2173,1992.2874,1904.9785,1808.2212,1811.5148,1771.8359,1853.8137,1756.5577,2041.5402,1807.6265,1885.269,1875.1857,1775.3062,1960.1936,2017.365,2013.9467,1619.114,2288.2231,2292.199,2114.1802,2159.2815,2386.9644,2282.3875,2149.1177,2485.3135,2134.085,1718.5371,1992.6099,2131.888,NA,153,"for"
"154","00000000000000000099_0",400.5699,741.2669,330.97025,340.9164,781.066,361.1718,402.0905,484.4477,603.1776,954.0118,870.783,448.2857,652.9581,461.7538,309.926,714.5212,567.6572,658.0936,881.18005,630.958,777.6058,596.00757,1275.3677,799.2005,917.3776,1211.0374,1017.6316,789.2311,1286.6187,801.7026,628.3182,286.35498,1373.4476,NA,154,"for"
"155","0000000000000000009a_0",1293.3271,1686.0784,1359.7435,1548.9122,1711.885,1321.8036,895.2028,1257.5764,1348.7218,1590.9486,1505.5009,1311.9943,1726.617,1302.7948,1094.1942,1364.6858,1377.6958,1496.0101,1580.2532,1523.206,1209.5232,1417.783,1884.5413,1791.1943,1564.1564,2051.5566,1966.0063,1669.7847,2388.7617,2249.0476,1353.6353,1053.8087,2114.414,NA,155,"for"
"156","0000000000000000009c_0",1397.6779,1914.5365,1589.1093,1733.5696,2457.2947,1391.3865,1135.1711,1491.0258,1245.7478,1310.1111,1452.5072,1513.4781,1802.073,1568.7067,1379.1855,1581.4325,1618.703,1712.6595,2054.8977,1422.6747,1443.9834,1711.919,1981.7697,1753.5742,1787.953,2049.1255,1914.1328,1839.8606,2461.3984,1433.147,1850.8276,2548.4795,2209.6968,NA,156,"for"
"157","0000000000000000009d_0",1491.2672,1612.305,1495.6978,1493.7505,1946.986,1425.4459,1323.8575,1310.9006,1389.0565,1490.1782,1424.698,1360.185,1595.4612,1392.4209,1321.6455,1460.9001,1207.494,1563.6705,1608.6816,1443.4858,1220.4834,1495.2452,1796.1963,1644.6229,1616.6644,1661.3003,1737.6407,1740.7283,2001.981,1371.4736,1561.6143,1378.9849,1834.432,NA,157,"for"
"158","0000000000000000009e_0",334.8261,658.5081,252.8253,364.89,799.8271,355.81494,310.2677,501.2598,367.9699,720.9762,639.9392,353.39288,500.2009,422.06226,280.6444,537.4671,374.5487,440.53015,548.46906,392.73834,617.6185,551.1293,1118.341,600.0685,502.65503,1107.6942,650.1193,711.8895,1205.66,872.3893,456.72656,429.71448,1113.3547,NA,158,"for"
"159","0000000000000000009f_0",984.6663,1265.8242,739.5228,880.6993,1547.52,915.9153,834.2746,1111.8772,1115.3032,1281.5107,1208.473,905.2195,1371.026,1032.0616,781.5822,1116.0513,1044.4401,945.4121,1335.3608,1088.3622,1060.0999,1380.998,1597.3477,1298.954,1237.8943,1479.1707,1553.2423,1341.3623,1653.6876,1288.472,1006.109,761.067,1529.4038,NA,159,"for"
"160","000000000000000000a0_0",1323.4645,1579.2446,1282.7295,1115.0012,1890.043,1384.4583,1086.4558,1390.5529,1038.85,1401.169,1381.2559,1198.4731,1527.0707,1236.3005,1061.7415,1283.5479,1059.3068,1396.1526,1513.9429,1479.007,1158.4364,1695.5781,1930.8118,1863.2684,1632.6431,2139.2048,1783.6082,1697.8779,1714.9989,1146.6364,1174.4318,998.1563,1884.8025,NA,160,"for"
"161","000000000000000000a1_0",1081.5568,1321.7925,450.2823,719.8527,1626.1716,1150.508,1015.4564,1211.5171,1045.4967,1238.6292,1231.98,1142.2727,1294.9663,1218.3748,1068.5277,1116.1084,989.8966,1140.497,1346.02,1222.4739,938.52625,1211.2043,1666.9583,1499.0413,1519.0627,1700.8495,1741.0421,1431.7473,1721.5717,1074.5088,808.65564,357.13385,1668.3768,NA,161,"for"
"162","000000000000000000a2_0",1254.202,1609.7931,1784.1141,1735.8363,2237.9978,1460.164,1257.5822,1535.0671,1373.9167,1736.9105,1552.1644,1248.7024,1712.7299,1354.5725,1225.0688,1416.4819,1518.8464,1289.6467,1700.305,1508.0586,1483.0741,1952.931,2180.9746,1888.0367,1780.2827,2351.6191,2006.4453,1925.5138,2632.3923,2472.1553,1847.287,1282.4993,2424.5305,NA,162,"for"
"163","000000000000000000a3_0",297.2831,758.0635,224.56955,247.21045,637.6223,251.4423,468.21417,781.3823,703.0422,835.2606,822.9558,494.9893,507.0719,641.4324,502.0359,875.2972,876.1708,877.6412,930.7966,922.4393,719.6363,626.7899,1171.5054,860.8323,1101.626,1233.5276,1179.9565,801.3126,910.5511,573.24493,775.8117,332.3368,785.7569,NA,163,"for"
"164","000000000000000000a4_0",1435.9904,1948.085,2197.8052,2166.246,2254.023,2226.8376,1927.9948,2051.9841,1954.5632,2015.9565,1970.2874,1764.0757,1893.1478,1853.1707,1892.1428,1905.1965,1871.3813,1927.2412,1937.6941,2016.5479,1862.6707,2226.9033,2586.338,2001.1099,2404.6934,2427.955,2435.4182,1920.2964,2331.1765,1879.3124,1833.23,1655.4209,2262.3777,NA,164,"for"
"165","000000000000000000a5_0",2592.5886,2407.6724,2569.9045,2370.7947,2522.7107,2295.4617,1867.4259,2120.5728,1901.1355,1835.5085,2034.7087,1961.0024,2389.2617,2054.0352,2132.894,2104.4907,1899.4946,2174.287,2135.1443,2002.2644,1757.8398,2253.6274,2361.9424,2303.815,2317.5105,2444.7168,2570.9624,2398.3135,2462.4785,2404.981,2173.358,2348.922,2034.8322,NA,165,"for"
"166","000000000000000000a6_0",871.5081,1194.211,936.3732,1000.4911,1389.4783,1226.4528,1049.1112,1230.2568,1084.3903,1287.495,1289.2173,1381.3347,1228.0597,1188.3604,1203.3665,1250.7809,1080.7867,1390.6001,1512.4308,1556.7185,1209.9832,1585.4688,1779.7085,1299.5956,1818.108,1901.5594,1869.677,1477.8325,1325.7,575.4104,1406.6489,1223.4308,1460.844,NA,166,"for"
"167","000000000000000000a7_0",1416.524,1628.8983,1451.6447,1542.173,1744.815,1321.4437,1328.5415,1450.207,1358.8118,1658.1298,1689.0623,1579.7214,1642.5415,1296.1692,1343.4988,1464.8018,1544.808,1548.3491,1390.7112,1534.5964,1170.6074,1293.0966,1965.2954,1862.053,1894.6157,1362.3289,1642.3307,1814.6289,2203.5112,1417.114,1803.2421,1609.9617,1938.9553,NA,167,"for"
"168","000000000000000000a8_0",1751.9587,2094.8887,1777.1475,1805.2012,2030.1562,1562.0968,1566.6886,1780.3312,1514.3162,1795.9315,1813.8346,1615.1665,1913.5303,1513.8037,1530.5905,1455.534,1637.4364,1680.7336,1802.4275,1748.8513,1431.5704,1525.9958,2215.627,2148.061,2021.7664,1807.2805,1883.7897,2059.1387,2372.3801,1642.4497,1373.8928,2042.6593,2014.1367,NA,168,"for"
"169","000000000000000000a9_0",1089.7063,1579.9922,932.6262,1176.0465,1256.7921,1062.804,1008.6896,985.8634,833.151,1365.71,1445.5522,1134.2396,1184.9941,1016.4724,799.1078,1017.7752,1039.9935,1092.9044,1251.2009,1335.6445,1155.2378,1752.7281,1778.2336,1683.3673,2080.2114,1288.1768,1320.1469,1694.0306,2049.8562,867.666,1632.8495,1813.5482,1819.2134,NA,169,"for"
"170","000000000000000000aa_0",2044.1289,2227.3552,2224.1692,2160.7256,2415.931,2013.8398,1928.2896,1787.3893,1666.605,1939.9275,1946.7903,1800.9578,2149.9563,1966.9689,1937.696,1817.6191,1823.8937,2114.6812,1952.0676,1932.6534,1588.3588,2135.8464,2240.064,2416.4482,2307.9834,2430.3994,2201.5647,2656.5857,2673.8567,2131.6892,2261.0867,2365.6223,2317.2896,NA,170,"for"
"171","000000000000000000ab_0",1933.5596,2206.449,1978.3822,1965.7675,1910.9534,1717.3615,1783.5348,1712.8145,1659.7495,1788.6836,1551.2512,1711.5034,1928.1508,1685.1084,1696.11,1678.3429,1657.6538,1951.2646,1830.3662,1737.4058,1678.0177,1767.465,2013.5522,2149.4463,1874.7458,1935.3835,1940.1069,1907.1932,2517.2021,2135.1099,1842.7798,1994.7192,2237.1719,NA,171,"for"
"172","000000000000000000ac_0",1746.6992,2052.3762,2038.8767,2024.5054,2026.7032,1746.2753,1769.5669,1926.1338,1692.6093,1876.6667,1723.6865,1721.9961,1721.3945,1816.5616,1735.8926,1706.8821,1868.0397,1842.839,2000.4534,1895.0143,1521.0792,1798.3472,2272.0261,2281.1484,2032.2449,1892.1449,2027.8466,1899.9926,2252.3413,2147.5679,1843.5974,2296.1943,1786.0927,NA,172,"for"
"173","000000000000000000ad_0",2031.3486,2464.8723,2019.4418,2191.3672,1821.2805,1813.1853,1730.3516,1807.1978,1745.9102,1653.5236,1961.331,1894.6255,2121.7932,1853.9034,1688.1198,1771.7657,1885.4502,1827.7856,1927.9716,1888.4164,1661.5652,1825.6283,2114.4778,2727.0466,2032.8787,1779.0842,1890.2925,2173.2737,2637.6035,2304.504,1965.8662,2258.8054,2184.3062,NA,173,"for"
"174","000000000000000000ae_0",2003.4465,2174.5708,2245.631,1868.5509,2103.8435,1778.3018,1883.8699,1812.588,1797.2229,1642.192,1968.187,1852.1067,2000.019,1962.6086,1831.8625,1793.6726,1709.8118,1870.1217,1849.5597,1902.17,1492.7202,1799.1573,2231.6,2317.7773,2090.0312,2003.1917,1947.8531,2069.189,2491.013,2427.2258,1935.7677,2148.4192,2231.5586,NA,174,"for"
"175","000000000000000000af_0",2321.2158,2288.1018,2478.1704,2185.9849,2222.5854,2176.8984,2098.3054,1806.4773,1786.6991,1668.76,1781.6152,1825.6638,2371.5298,2023.2749,1988.8734,1842.9044,1623.7748,2095.3545,2161.736,1996.2,1675.5084,2285.0151,2256.2913,2405.551,2265.8325,2225.8584,2311.316,2412.3276,2412.3918,2440.8818,2103.2808,2187.108,2097.0679,NA,175,"for"
"176","000000000000000000b0_0",1201.484,1341.5245,1109.6094,1207.521,1317.1436,1208.3347,1204.0294,1278.8757,1245.1387,1199.254,1271.7319,1316.1498,1510.0927,1261.2799,1224.7708,1268.918,1350.4011,1440.2578,1439.2866,1377.802,1078.467,1348.5662,1684.6187,1533.6017,1571.582,1449.2571,1689.1035,1324.9065,1495.2118,1336.782,1563.9843,1481.0472,1308.7279,NA,176,"for"
"177","000000000000000000b1_0",1245.2626,1636.3213,1634.179,1733.1759,1779.9873,1655.8654,1718.6318,1509.3416,1602.2126,1486.7002,1576.2437,1527.4843,1671.9222,1649.7981,1488.3593,1452.364,1489.7125,1624.2135,1821.4614,1625.6517,1412.7172,1903.0938,1890.3328,1689.6908,1806.104,1832.4906,1922.4172,1740.2585,1766.3289,1578.9633,1662.5026,1624.987,1849.3147,NA,177,"for"
"178","000000000000000000b2_0",1787.2395,1783.4241,1968.1304,1695.1635,1721.3035,1736.5303,1762.6794,1503.565,1605.0645,1444.2218,1579.9952,1639.1663,1745.9336,1788.3636,1807.4364,1580.3839,1624.6445,1906.1074,1989.4634,1828.0688,1587.9578,2281.549,2056.1086,1831.4622,2108.36,2168.5674,2086.766,2034.2712,1425.6532,1803.7328,1550.7478,1648.4003,1684.7009,NA,178,"for"
"179","000000000000000000b3_0",1775.0652,1617.3191,1830.7476,1809.8678,1813.0359,1798.4156,1617.4026,1620.2227,1551.0936,1473.473,1532.5582,1557.6686,1848.8767,1713.5618,1700.0686,1687.8816,1561.5632,1847.2458,1928.3164,1780.19,1541.1428,2114.4346,2009.4882,1894.0833,2026.2822,2173.1526,2141.6396,1871.3033,1575.7415,1741.2926,1629.9397,1658.1982,1591.6823,NA,179,"for"
"180","000000000000000000b4_0",2131.1917,2166.463,2193.6729,2137.084,1976.0996,1924.1423,2091.162,1882.1508,1656.4321,1605.6838,1777.5737,1785.1407,2232.5305,1882.9753,1848.7385,1793.6244,1747.0251,2000.6652,1942.3754,1859.0566,1607.3939,1966.2847,2224.4468,2241.37,2082.986,2013.7771,2123.404,2099.9727,2157.0884,2113.5515,2090.406,1994.05,2104.3025,NA,180,"for"
"181","000000000000000000b5_0",2528.4028,1016.4873,3051.1516,2497.8706,2625.129,2169.9785,2331.7314,1906.1499,2059.6216,1703.9214,2135.927,1964.4078,3288.4973,2349.3481,2295.8994,1948.2252,1896.4125,2308.5767,2264.71,2057.163,2043.3004,2659.6484,2518.8596,3387.9082,2518.546,2616.4216,2581.243,3384.4822,2847.5854,2897.921,2402.097,2577.6975,2328.9238,NA,181,"for"
"182","000000000000000000b6_0",2506.1567,2366.7097,2531.926,2287.7603,2393.373,2088.9011,2135.436,1817.401,1771.4702,1651.2734,1848.6565,1839.4324,2503.742,1990.0444,1988.1588,1765.7432,1745.1785,1960.4883,2030.5566,1820.1578,1667.9316,2342.0205,2292.6553,2407.0486,2237.1228,2184.449,2271.8413,2506.9788,2432.6655,2457.4297,2191.233,2276.6968,2222.0571,NA,182,"for"
"183","000000000000000000b7_0",1894.8188,3039.4124,2812.7307,2499.2441,2442.2834,2196.8442,2200.3774,1900.9583,1907.6984,1768.6652,1976.1672,1914.4857,2892.4692,2126.4282,2011.4333,1918.3292,1836.3885,2166.7727,2117.4482,2005.2719,1845.6692,2433.6804,2183.776,2880.6514,2219.7803,2320.286,2291.852,2800.989,2534.2495,2735.8809,2332.5383,2379.5298,2096.4077,NA,183,"for"
"184","000000000000000000b8_0",1697.1775,1900.5427,1727.429,1754.359,1838.9158,1797.8672,1565.717,1607.7871,1521.9124,1522.8798,1551.7239,1622.3442,1852.1644,1522.5525,1688.1494,1615.3267,1593.1556,1781.6404,1744.9792,1694.8892,1556.1409,1746.9722,1841.7695,1917.918,1948.0012,1899.9508,2011.4905,1799.6204,2047.4315,1797.4436,1913.6472,1803.013,1771.5862,NA,184,"for"
"185","000000000000000000b9_0",2446.1765,2513.208,2641.121,2608.3882,2546.2065,2228.1406,2292.065,2100.5935,2068.7766,1969.9862,2073.875,2291.6233,2648.2412,2149.7334,2506.7441,2159.649,2013.4626,2398.8174,2381.325,2211.846,2045.3367,2622.7778,2696.811,2472.7124,2792.0864,3006.6035,2937.373,2629.3828,2531.0674,2477.7114,2323.5947,2380.9346,2352.017,NA,185,"for"
"186","000000000000000000ba_0",1808.083,1998.7133,1002.6713,1159.5648,1528.4707,1405.1135,1430.7333,1620.3759,1679.2233,1617.9417,1756.6775,1840.8811,2002.4656,1830.0948,1768.6326,1799.55,1614.1868,1772.3618,1646.8785,1635.8882,1441.2922,1843.6174,1929.1718,2106.8228,1950.9078,1978.509,1960.9065,1998.4512,1868.5381,1898.4055,1739.8315,1726.5273,1737.305,NA,186,"for"
"187","000000000000000000bb_0",1585.2949,1724.6101,1745.419,1785.1138,1825.9038,1881.8987,1775.6772,1653.4629,1610.7161,1586.8462,1509.6212,1727.9912,1661.4832,1644.4332,1597.1434,1706.4102,1703.7625,1899.347,1784.9937,1744.2441,1497.221,1902.1978,2106.9697,1877.3507,2073.4897,2143.847,2054.6218,1820.4924,1843.329,1803.0334,1722.7981,1668.5037,1789.2247,NA,187,"for"
